archivo,dept,mun,zona,stand,mesa,texto_p1,ocr_ok,numeros_detectados,potencial_mesa,total_sufragantes,votos_cepeda,votos_claudia,votos_botero,votos_espriella,votos_lizcano,votos_uribe_l,votos_sondra,votos_barreras,votos_caicedo,votos_matamoros,votos_paloma,votos_fajardo,votos_murillo,suma_candidatos_detectados,candidatos_detectados,hubo_recuento
020.pdf,60,001,02,03,020,"| — T OO ON DNO N | 710094422010103 Ver: 01 Pag: 1 de 3 E "" E ACTA DE ESCRUTINIO DE LOS m | m ja — JURADOSDEVOTACIÓN f í-% ELECCIÓN PRESIDENCIA Y . d VICEPRESIDENCIA DE LA REPÚBLICA s | E uF MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS | MUNICIPIO: 001 - LETICIA ¡ ZONA: 02 PUESTO: 03 MESA: 020 : LUGAR: IE SAGRADO CORAZON DE JESUS X 4-56-31-15 X NIVELACIÓN DE LA MESA º LA 6 1A 6 f CAND",True,76,,4,5,,,,5,,9,9,,,,,6,34,5,S
021.pdf,60,001,02,03,021,— — OO DONTOID ANANO — | 710094432010103 Ver: 01 Pag: 1 de 3 E o E| ACTA DE ESCRUTINIO DE LOS m — en ea - JURADOSDEVOTACIÓN  : de :  E2 0  DELEGADOS - I'::|| - ELECCIÓN ERESIDENCIA Y  | y E* AM e? VICEPRESIDENCIA DE LA REPÚBLICA --  | E ; r MAYO 31 DE 2026 REGISTRADURÍA | DEPARTAMENTO: 60 - AMAZONAS  MUNICIPIO: 001 - LETICIA  ' [-ZONA: 02 PUESTO: 03 MESA: 021  LUGAR: IE SAGRADO CORAZON DE JESUS  X,True,80,,9443,0,3,,5,5,,,9,5,,,,,27,6,S
022.pdf,60,001,02,03,022,"- TEO7 E TOO - | 710094442010103 Ver: 01 Pag: 1 de 3 | E T E| ACTA DE ESCRUTINIO DE LOS m | “'l. :|_: a, JURADOS DE VOTACION | [ ELECCIÓN PRESIDENCIA Y — ! ._l_..¡ n .DJ_ VICEPRESIDENCIA DE LA REPUBLICA — | E:._ De MAYO 31 DE 2026 REGISTRADURÍA — | DEPARTAMENTO: 60 - AMAZONAS  MUNICIPIO: 001 - LETICIA  ZONA: 02 PUESTO: 03 MESA: 022 | LUGAR: IE SAGRADO CORAZON DE JESUS | X 4-73-02-11 X [ | NIVELACI",True,83,122,1,0,,,5,5,,,19,140,,1,,1,171,7,S
023.pdf,60,001,02,03,023,"M )1T N 710094452010t03 Ver: 01 Pag: 1 de 3 E - E ACTA DE ESCRUTINIO DE LOS E -=I'J:!""""'1|'I..:I= - JURADOS DE VOTACIÓN ' r | NE - ELECCIÓN PRESIDENCIA Y | e 't' »P VICEPRESIDENCIA DE LA REPÚBLICA — - ; E « 1! be MAYO 31 DE 2026 REGISTRADURÍA Í DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA | ZONA: 02 PUESTO: 03 MESA: 023 LUGAR: IE SAGRADO CORAZON DE JESUS | X 2-15-60-14 X NIVELACIÓN DE LA M",True,76,,2,,,7,,,,,9,,,,,2,18,3,S
024.pdf,60,001,02,03,024,"_ COOO DON DNEO - 710094462010103 Ver: 01 Pag: 1 de 3 | E ' ; E ACTA DE ESCRUTINIO DE LOS m | T _,._¿:'£E_ JURADOS DE VOTACIÓN í E 1 u .  Lato. __ DELEGADOS | =., *'1£' ELECCIÓN PRESIDENCIA Y | j_-p. El » VICEPRESIDENCIA DE LA REPÚBLICA Cr | E T ya MAYO 31 DE 2026 REGISTRADURÍA — | DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA ZONA: 02 PUESTO: 03 MESA: 024 | LUGAR: IE SAGRADO CORAZON DE JES",True,81,,6,2,5,,,6,,,9,10,,112,13,6,163,8,S
001.pdf,60,001,98,01,001,"_ CAAO AVOO ADEN - l 710093292010103 Ver: 01 Pag: 1 de 3 E N "" E ACTA DE ESCRUTINIO DE LOS m É .;|:_|1l' M JURADOS DE VOTACIÓN . ; mc o C DELEGABOS y PP ELECCIÓN PRESIBENCIA Y r EA E P VICEPRESIDENCIA DE LA REPÚBLICA . [1] ?7 MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS | MUNICIPIO: 001 - LETICIA ZONA: 98 PUESTO: 01 MESA: 001 . | LUGAR: CARCEL ? X 3-54-85-11 X | NIVELACIÓN DE LA MESA ",True,85,,5,7,,,,6,,,,3,,12,13,,41,5,S
001.pdf,60,001,99,70,001,"_ OOOO AC UOOO - 710093132010103 Ver: 01 Pag: 1 de 3 | E P ""E ACTA DE ESCRUTINIÓ DE LOS m — º$ === — JURADOSDEVOTACIÓN ' - ""e g'-r. ELECCIÓN PRESIDENCIA Y M | M-RL VICEPRESIDENCIA DE LA REPÚBLICA E | E A MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS - MUNICIPIO: 901 - LETICIA | ZONA;: 939 PUESTO: 70 MESA: 001 Í¿ LUGAR: SANTA SOFÍA | X 6-80-72-14 X * NIVELACIÓN DE LA MESA L VOTANTES FOR",True,79,,2,2,,4,,6,,,,40,,12,13,1,78,7,S
002.pdf,60,001,99,70,002,"_ CCO OCE "" ;| 710093142010103 Ver: 01 Pag: 1 de 3 | [m] p [m] - ACTADE ESCRUTINIO DE LOS m | WhEequ="" - JURADOSDE VOTACIÓN ' ._F_"".|""1 7 m _ ' . * ME l — FR ELECCIÓN PRESIDENCIA Y — P ye 9y VICEPRESIDENCIA DE LA REPÚBLICA = | E Cr - MAYO 31 DE 2026 REGISTRADURÍA —| DEPARTAMENTO: 60 - AMAZONAS | MUNICIPIO: 001 - LETICIA | ZONA: 99 PUESTO: 70 MESA: 002 .. | LUGAR: SANTA SOFIA f X 4-46-31-15 X NIVEL",True,79,,9314,2,3,4,,,,,27,9,,,13,,58,6,S
003.pdf,60,001,99,70,003,""" OMNNI ANEN ON NENO - I 710093152010103 Ver: 01 Pag: 1 de 3 — lil fm] - ACTADE ESCRULINIO DE LOS m _ -|:"" q""""=- E JURADOS DE VOTACIÓN — E""_rm'-:.l'£.l5' . ELECCIÓN PRESIDENCIA Y | r ME PL VICEPRESIDENCIA DE LA REPÚBLICA E E] . MAYO 31 DE 2026 REGISTRADURÍA | DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA | | ZONA: 99 PUESTO: 70 MESA: 003 | LUGAR: SANTA SOFIA | | X 4-09-04-14 X NIVELACIÓN DE",True,73,,9,2,6,4,,5,,,,,,12,13,,42,6,S
004.pdf,60,001,99,70,004,""" AOOA I TNA VUNOO "" E H . E| ACTA DE ESCRUTINIO DE LOS m — - .- F — JURADOS DE VOTACIÓN ! .. - -“¡ :¿||' N | E = ELECCIÓN PRESIDENCIA Y - l , * VICEPRESIDENCIA DE LA REPÚBLICA E | E - Ta A MAYO 31 DE 2026 REGISTRADURIA | DEPARTAMENTO: 60 - AMAZONAS —| MUNICIPIO: 001 - LETICIA ZONA: 99 PUESTO: 70 MESA: 004 LUGAR: SANTA SOFIA | X A-91-44-11 X | NIVELACIÓN DE LA MESA | CANDIDATO AGRUPACIÓN VOTACIÓN ",True,74,,2,2,,1,5,5,,,,,11,12,13,,49,7,S
001.pdf,60,001,99,71,001,- TUOOO TE - | 710093172010103 Ver: 01 Pag: 1 de 3 | E = u.E| ACTA DE ESCRUTINIO DE LOS m — e -  JURADOSDE VOTACIÓN | '.-. a ELECCIÓN PRESIDENCIA Y d— ME ' A -? VICEPRESIDENCIA DE LA REPÚBLICA — | E =1 Y MAYO 31 DE 2026 REGISTRADURÍA | DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA ZONA: 99 PUESTO: 71 MESA: 001 | LUGAR: SAN MARTIN DE AMACAYACU | X 66e-04-39-12 X NIVELACIÓN DE LA MESA - 260 =,True,81,260,2,2,3,9,,,,9,,,,12,13,2,50,7,S
001.pdf,60,001,99,72,001,"— TTOOO EO NANOO NDEN - | E| *l r E| ACTA DE ESCRUTINIO DE LOS m £ 4""""'|1""i == JURADOSDEVOTACIÓN F __ DELEGADOS ___ ..1E'q ELECCIÓN PRESIDENCIA Y - »= EN M - P VICEPRESIDENCIA DE LA REPÚBLICA E | E EE = MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS | MUNICIPIO: 001 - LETICIA | ZONA: 99 PUESTO: 72 MESA: 001 - | LUGAR: MACEDONIA | X 6-15-66-14 X | NIVELACIÓN DE LA MESA 254 254 | CANDIDAT",True,73,254,5,7,3,,9,9,2026,,,,,12,,7,2073,7,S
002.pdf,60,001,99,72,002,"R CAO R 710093192010103 Ver: 01 Pag: 1 de 3 | E , - E ACTA DE ESCRUTINIO DE LOS m | Ce ia — JURADOSDEVOTACIÓN E DELEGADOS TE U T ELECCIÓN PRESIDENCIA Y m re [4* VICEPRESIDENCIA DE LA REPÚBLICA == E_ -""'l' 1 MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA ZONA: 99 PUESTO: 72 MESA: 002 — | LUGAR: MACEDONIA X 7-31-83-16 X NIVELACIÓN DE LA MESA 1US 1a CANDIDATO AGRUP",True,79,,319,2,,4,,,,10,,5,,2,4,,27,6,S
001.pdf,60,001,99,73,001,"_ U TOOO NOO - | 710093202010103 Ver: 01 Pag: 1 de 3 E ' | E ACTA DE ESCRUTINIO DE LOS m — JURADOS DE VOTACIÓN | |I.'I'-.£ T ELECCIÓN PRESIDENCIA Y - "" El VICEPRESIDENCIA DE LA REPÚBLICA T . E q"" sEl MAYO 31 DE 2026 m;_runá%ní¿… DEPARTAMENTO: 60 - AMAZONAS . MUNICIPIO: 001 - LETICIA ZONA: 99 PUESTO: 73 MESA: 001 LUGAR: NAZARETH | X 5-49-68-12 X , NIVELACIÓN DE LA MESA TOTAL VOTANTES FORMULARIO E-1",True,91,,9320,2,,1,9,,,,,1,,,13,,26,5,S
002.pdf,60,001,99,73,002,"— T OLIO C O AINOE - 710093212010103 Ver: 01 Pag: 1 de 3 E __ E ACTA DE ESCRUTINIO DE LOS m ae JURADOS DE VOTACIÓN B7 DELEGADOS .. a ¡I$u . ELECCIÓN PRESIDENCIA Y | AN= ae VICEPRESIDENCIA DE LA REPÚBLICA — | E £""¡ r MAYO 31 DE 2026 REGISTRADURÍA | DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA ZONA: 99 PUESTO: 73 MESA: 002 | LUGAR: NAZARETH | X 8-58-50-13 X | NIVELACIÓN DE LA MESA 216 : 276 ",True,84,216,9,,,,,6,,,19,19,,2,13,2,61,6,S
001.pdf,60,001,99,74,001,"_ DAOO ENN - 710093222010103 Ver: 01 Pag: 1 de 3 | E "" .'.'|E ACTA DE ESCRUTINIO DE LOS m PE AA JURADOS DE VOTACIÓN | , M ELECCIÓN PRESIDENCIA Y E | Fe LLT: EP VICEPRESIDENCIA DE LA REPÚBLICA a | E.'i'.¡ =a MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA | ZONA: 99 PUESTO: 74 MESA: 001 | LUGAR: ARARA | X 3-85-460-19 X NIVELACIÓN DE LA MESA 269 26q CANDIDATO AGRUP",True,77,269,2,2,,4,5,5,,,,10,,,13,2,41,7,S
002.pdf,60,001,99,74,002,"— — ME NNNN MOO DNA — | 710093232010103 Ver: 0% Pag: 1 de 3 | E . E ACTA DE ESCRUTINIO DE LOS m — re = JURADOS DE VOTACIÓN | "" T= YE | aE ELECCIÓN PRESIDENCIA Y '- ""a Tr 7 B- VICEPRESIDENCIA DE LA REPUBLICA o , | E k — MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS | MUNICIPIO: 001 - LETICIA | ZONA: 99 PUESTO: 74 MESA: 002 * LUGAR: ARARA | X 3-70-51-10 X | NIVELACIÓN DE LA MESA ; e. CAN",True,91,,1,70,3,7,,,,,,10,1,31,13,1,136,8,S
001.pdf,60,001,99,75,001,"- — OONRNTINNEATAA — 710093242010103 Ver: 01 Pag: 1 de 3 | E o E| ACTA DE ESCRUTINIO DE LOS m | r p JURADOS DE VOTACIÓN o AC200 - DELEGADOS | a -%..'-|E$&;. ELECCIÓN PRESIDENCIA Y = ""C VICEPRESIDENCIA DE LA REPUBLICA = | E E MAYO 31 DE 2026 REGISTRADURÍA | DEPARTAMENTO: 60 - AMAZONAS | MUNICIPIO: 001 - LETICIA | ZONA: 99 PUESTO: 75 MESA: 001 LUGAR: SAN JOSE KM 6 | X 8-38-66-13 X | NIVELACIÓN DE LA",True,89,248,7,2,,,,,,,,,,,,4,6,2,S
002.pdf,60,001,99,75,002,_ DOO NO IOO - ' 710093252010103 Ver: 01 Pag: 1 de 3 | E|l! - E| ACTA DE ESCRUTINIO DE LOS m — — :-.._¡._ JURADOS DE VOTACIÓN | ME ELECCIÓN PRESIDENCIA Y | - '5 =r VICEPRESIDENCIA DE LA REPÚBLICA — O | E . El y MAYO 31 DE 2026 REGISTRADURÍA f DEPARTAMENTO: 60 - AMAZONAS | MUNICIPIO: 001 - LETICIA | ZONA: 99 PUESTO: 75 MESA: 002 | LUGAR: SAN JOSE KM 6 | X 2-96-43-10 X | NIVELACIÓN DE LA MESA + 6 % ,True,89,,3,2,0,7,,,,,,4,5,,,0,18,6,S
003.pdf,60,001,99,75,003,"| _ CAO IIO AV ONPO - | 710093262010103 Ver: 01 Pag: 1 de 3 | E ra L"";E ACTA DE ESCRUTINIO DE LOS m ¡ - ""+ ¡ — JURADOS DE VOTACIÓN | -E ELECCIÓN PRESIDENCIA Y A ¿ S UN« EN - la VICEPRESIDENCIA DE LA REPÚBLICA — | E_¡. e. MAYO 31 DE 2026 REGISTRADURÍA . DEPARTAMENTO: 60 - AMAZONAS ' MUNICIPIO: 001 - LETICIA ZONA: 99 PUESTO: 75 MESA: 003 | LUGAR: SAN JOSE KM 6 X 3-64-00-17 X | NIVELACIÓN DE LA MESA ",True,89,,9326,7,,,1,,,,,10,1,,13,,32,5,S
001.pdf,60,001,99,76,001,"- OOOEO A - | 710093272010103 Ver: 01 Pag: 1 de 3 | E| |.| y E ACTA DE ESCRUTINIO DE LOS m — eo G JURADOS DE VOTACIÓN TA DELEGADOS a '&l""$ ELECCIÓN PRESIDENCIA Y | "" y, n_... VICEPRESIDENCIA DE LA REPUBLICA , E_ '|I:' E - MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA — ZONA: 99 PUESTO: 76 MESA: 001 | LUGAR: IE SAN JUAN BOSCO | X 2-22-31-15 X NIVELACIÓN DE LA ME",True,79,196,6,2,3,,,5,,,9,3,,,,,22,5,S
001.pdf,60,001,99,77,001,— — OOONOOO N TDTO — 710093282010103 Ver: 01 Pag: 1 de 3 — [m]eeuafm] - ACTADEESCRUTINIO DELOS m — A JURADOS DE VOTACIÓN EE SFAN _ DELEGADOS f E a yas ELECCIÓN PRESIC.NCIA Y [ N- M VICEPRESIDENCIA DE LA REPÚBLICA — ! E — PECTAL MAYO 31 DE 2026 REGISTRADURÍA | DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 001 - LETICIA | ZONA: 99 PUESTO: 77 MESA: 001 ' LUGAR: KILOMETRO 11 - K 24-98-53-12 X NIVELACIÓN DE L,True,93,,3,3505,,,5,6,,,19,10,6,,13,,3564,7,S
001.pdf,60,007,00,00,001,"- AEE TE - 710094522010103 Ver: 01 Pag: 1 de 3 E| — E ACTA DE ESCRUTINIO DE LOS m T A — JURADOS DE VOTACIÓN de - DELEGADOS , a. J?.' y ELECCIÓN PRESIDENCIA Y & T E-l VICEPRESIDENCIA DE LA REPÚBLICA EA E — Tr J MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO 2Z20NA: 00 PUESTO: 00 MESA: 001 - LUGAR: PUESTO CABECERA MUNICIPAL X 6-16-52-17 X NIVELACIÓN DE LA ME",True,83,,7,,,,5,,,,,10,,,12,,27,3,S
002.pdf,60,007,00,00,002,"- COOOOO D DIO Y - 710094532010103 Ver: 01 Pag. 1 de 3 E '-""-""""""E| ACTA DE ESCRUTINIO DE LOS m . ..-__""_ _,|- JURADOS DE VOTACION T5 Ie DELEGADOS . ' mj , ELECCIÓN PRESIDENCIA Y r£5% EE VICEPRESIDENCIA DE LA REPUBLICA c E a MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO | ZONA: 00 PUESTO: 00 MESA: 002 LUGAR: PUESTO CABECERA MUNICIPAL X 683-30-17-10 X NIVEL",True,83,,9453,,3,,4,7,,,0,,,12,12,,38,6,N
003.pdf,60,007,00,00,003,"- AA - 710094542010103 Ver: 01 Pag: 1 de 3 | E - _|=-;.""-|E ACTA DE ESCRUTINIO DE LOS m a + _ JURADOS DE VOTACIÓN e m “ .Ú¿-'l.:-l— ELECCIÓN PRESIDENCIA Y , PRE VICEPRESIDENCIA DE LA REPÚBLICA Ta E ; , MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARINO ZONA: 00 PUESTO: 00 MESA: 003 LUGAR: PUESTO CABECERA MUNICIPAL X 3-07-98-12 X NIVELACIÓN DE LA MESA E CANDIDA",True,79,,5,3,,,,6,,,4,10,,,,0,23,5,S
004.pdf,60,007,00,00,004,"- TUO NOTIODED 070V a 710094552010103 Ver: 01 Pag: 1 de 3 E. ' - E ACTA DE ESCRUTINIO DE_ LOS m . a_54_5£ = JURADOS DE VOTACIÓN ECA C _ DELEGADOS "" E """"£E, L ELECCIÓN PRESIDENCIA Y m = VICEPRESIDENCIA DE LA REPÚBLICA r E a7 ' p MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 00 PUESTO: 00 MESA: 004 LUGAR: PUESTO CABECERA MUNICIPAL X €60-24-03-12 X NIV",True,86,204,2,5,,,3,,,,9,10,,12,12,2,53,7,S
005.pdf,60,007,00,00,005,"- DAOO DD DNVZN - 710094562010103 Ver: 01 Pag: 1 de 3 E' I':' E ACTA DE ESCRUTINIO DE LOS $..+"" JURADOS DE VOTACIÓN — ='-* "" k -¿=_—.£¿.;,_;._ DELEGADOS . 'I=. "" ELECCIÓN PRESIDENCIA Y % = VICEPRESIDENCIA DE LA REPÚBLICA En E:-:_' — MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 90 PUESTO: 00 MESA: 005 LUGAR: PUESTO CABECERA MUNICIPAL X 4-58-27-14 X ",True,83,145,9,5,3,4,1,6,,9,9,,,12,12,1,62,10,S
006.pdf,60,007,00,00,006,"- MOOO P ENRENDO - 710094572010103 Ver: 01 Pag: 1 de 3 E , :f-|: E ACTA DE ESCRUTINIO DE LOS m e '.'.E""""' E JURADOS DE VOTACIÓN a l] * [ = N U r ELECCIÓN PRESIDENCIA Y … . =. VICEPRESIDENCIA DE LA REPÚBLICA - [m] r MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 00 PUESTO: 00 MESA: 006 LUGAR: PUESTO CABECERA MUNICIPAL X 7-29-68-17 X NIVELACIÓN DE LA M",True,76,,3,4,3,,1,10,,,,10,,,3,,31,6,S
007.pdf,60,007,00,00,007,- TUOOO 1090 PNE Y - E NE e E ACTA DE ESCRUTINIO DE LOS m IC JURADOS DE VOTACIÓN PA % - e ELECCIÓN PRESIDENCIA Y E E E — - 9 VICEPRESIDENCIA DE LA REPÚBLICA ia [ MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 00 PUESTO: 00 MESA: 007 LUGAR: PUESTO CABECERA MUNICIPAL X B5-70-20-10 X NIVELACIÓN DE LA MESA CANDIDATO AGRUPACIÓN VOTACIÓN H ISTORIÍICO ' ' u,True,72,,7,,,,,6,2026,,,10,7,,3,7,2059,6,S
008.pdf,60,007,00,00,008,"- AUNO ENO - | E "" , E ACTA DE ESCRUTINIO DE LOS m A 5¡¡ - — JURADOSDEVOTACIÓN | s E a — E DELEGADOS , 'EÚ _E ELECCIÓN PRESIDENCIA Y m ñ = s VICEPRESIDENCIA DE LA REPUBLICA a , E T MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 00 PUESTO: 00 MESA: 008 LUGAR: PUESTO CABECERA MUNICIPAL X .3-95-90-13 X NIVELACIÓN DE LA MESA 123% 1 50 CANDIDATO AGRUPACIÓ",True,76,123,5,3,3,1,,7,,,5,10,,12,12,5,58,9,S
009.pdf,60,007,00,00,009,""" TUN TOO DD - 710094602010103 Ver: 01 Pag: 1 de 3 E E C E ACTA DE ESCRUTINIO DE LOS m e U JURADOS DE VOTACIÓN e aA DELEGADOS % ""E - EN =6 ELECCIÓN PRESIDENCIA Y E E - * E- La VICEPRESIDENCIA DE LA REPÚBLICA aaa E_ F- MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARINO ZONA: 00 PUESTO: 00 MESA: 009 LUGAR: PUESTO CABECERA MUNICIPAL X 4-22-26-17 X NIVELACIÓN DE L",True,87,,9460,,3,,1,2026,,,,10,,,12,,2052,5,S
010.pdf,60,007,00,00,010,"N Y TNOE UNEO NEN - 710094612010103 Ver: 01 Pag: 1 de 3 E N E| ACTA DE ESCRUTINIO DE LOS m aingcEde - gy RADOS DE VOTACIÓN ..'_.I'.::|.""! Í"":I DELEGADOS - , $Eh ELECCIÓN PRESIDENCIA Y % . D VICEPRESIDENCIA DE LA REPÚBLICA oo [O MAYO 31 DE 2026 RECISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARINO ZONA: 00 PUESTO: 00 MESA: 010 LUGAR: PUESTO CABECERA MUNICIPAL X 8-52-02-13 X NIVEL",True,78,148,1,,,,,2026,2026,,9,10,,12,12,2,4097,7,S
011.pdf,60,007,00,00,011,"- COOOOO E ANO - 710094622010103 Ver: 01 Pag: 1 de 3 E :_;'.__F' E| ACTA DE ESCRUTINIO DE LOS m arafagg — JURADOSDEVOTACIÓN "" DELEGADOS AnD ""i ELECCIÓN PRESIDENCIA Y ;4 VICEPRESIDENCIA DE LA REPÚBLICA | E r rr E MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARINO ZONA: 00 PUESTO: 00 MESA: 011 LUGAR: PUESTO CABECERA MUNICIPAL X 2-54-07-15 X NIVELACIÓN DE LA MESA",True,78,,9462,2,3,,1,6,2026,,,10,7,12,12,,2079,9,S
012.pdf,60,007,00,00,012,"- OOOP DO E Y - 710094632010103 Ver: 01 Pag: 1 de 3 E _Ñ E ACTA DE ESCRUTINIO DE LOS m y + AC JURADOS DE VOTACION "" “ 1'."":'| ""."":. ELECCION PRESII:1EI'».IIE3L.EI¡F""|Ir T. Ed 7 E VICEPRESIDENCIA DE LA REPÚBLICA — []7 r MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 00 PUESTO: 00 MESA: 012 LUGAR: PUESTO CABECERA MUNICIPAL X 7-93-585-17 X NIVELACIÓN DE",True,84,,1,3,3,1,6,6,,,2,10,,12,12,1,56,10,S
001.pdf,60,007,99,20,001,- TO ENEUEO EUEV VA Y D - 710094472010103 Ver: 01 Pag: 1 de 3 E A la _I-:¡.:-¡E ACTA DE ESCRUTINIO DE LOS m PA — JURADOSDE VOTACIÓN 0- DELEGADOS n rr ELECCIÓN PRESIJENCIA Y m 1 ._|!- = VICEPRESIDENCIA DE LA REPÚBLICA Ea E¡ .. r MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 939 PUESTO: 20 MESA;: 001 LUGAR: ATACUARI X 3-56-83-11 X NIVELACIÓN DE LA MES,True,80,13,2,,5,,,2026,,,9,10,,12,12,2,2076,7,S
002.pdf,60,007,99,20,002,"- TEOO 0 TOO - 710094482010103 Ver: 01 Pag: 1 de 3 E| '"" p E ACTA DE ESCRUTINIO DE LOS m M adri JURADOS DE VOTACIÓN en _ DELEGADOS _EEN _ $.¡_ A ELECCIÓN PRESIDENCIA Y m rN r Fa VICEPRESIDENCIA DE LA REPÚBLICA — E En MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 99 PUESTO: 20 MESA: 002 LUGAR: ATACUARI K €3-81-43-11 X NIVELACIÓN DE LA MESA -22 — — n ",True,79,22,9,,3,,5,,,,,4,4,12,12,,40,6,S
001.pdf,60,007,99,21,001,"N AUNO 0D E "" E de ""|E ACTA DE ESCRUTINIO DE LOS m R iguae. — JURADOSDEVOTACIÓN Tr N - DELEGADOS , . _._-.""l ELECCIÓN PRESIDENCIA Y m P B VICEPRESIDENCIA DE LA REPÚBLICA v J ] MAYO 31 DE 2026 RECISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 99 PUESTO: 21 MESA: 001 LUGAR: COMUNIDAD DOCE DE OCTUBRE X 4-45-928-10 X NIVELACIÓN DE LA MESA . 6 € e6 : CANDIDATO AGRUPACIÓN VO",True,78,,9,3,3,,,6,,,9,7,,,,,28,5,S
002.pdf,60,007,99,21,002,"- COO 9 EE - 710094502010103 Ver: 01 Pag: 1 de 3 . ACTA DE ESCRUTINIO DE LOS m ae ; . .-:f|f"" JURADOS DE VOTACIÓN Z N M DELEGADOS N a a , TE 2 _- - T1 "" ELECCIÓN PRES:DENCIA Y m E E VICEPRESIDENCIA DE LA REPÚBLICA AE E_ a MAYO 31 DE 2026 REGISTRADURÍA DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 99 PUESTO: 21 MESA: 002 LUGAR: COMUNIDAD DOCE DE OCTUBRE X 083-45-71-15 X | NIVELAC",True,80,11,6450,,3,,,7,,,,10,,12,12,,44,5,S
001.pdf,60,007,99,22,001,- AEO VOO - 710094512010103 Ver: 01 Pag: 1 de 3 E F - E ACTA DE ESCRUTINIO DE_ LOS m . :|E' 1* o JURADOS DE VOTACIÓN l -|i.—-l ELECCIÓN PRESIDENCIA Y ZA ra VICEPRESIDENCIA DE LA REPÚBLICA [ A E_ . ra MAYO 31 DE 2026 E—E.&E'J.—:¿%3£'E& DEPARTAMENTO: 60 - AMAZONAS MUNICIPIO: 007 - PUERTO NARIÑO ZONA: 99 PUESTO: 22 MESA: 001 LUGAR: COMUNIDAD DE NARANJALES X 7-98-45-17 X NIVELACIÓN DE LA MESA TOTAL Y ,True,80,,4,,5,4,,6,,,,10,14,12,12,4,67,8,S
